Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,3,34,Gila M.,,6.3,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,4,13,Romagnoli A.,,6.6,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,5,17,Tavares N.,,7.3,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,6,7,Dele-Bashiru F.,,7.8,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,7,32,Cataldi D.,,6.1,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,8,24,Taylor K.,,6.6,,83',M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,9,18,Isaksen G.,,6.4,,64',M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,10,27,Maldini D.,,6.9,,76',M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,11,10,Zaccagni M.,Capitano,7.4,,76',M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Panchina,1,21,Belahyane R.,,,83',,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Panchina,2,22,Cancellieri M.,,6.4,64',,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Panchina,3,19,Dia B.,,7.2,76',,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Panchina,4,55,Furlanetto A.,Portiere,,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Panchina,5,23,Hysaj E.,,,,,M3qfkkSk
