Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Coppa di Francia,32esimi di finale,21.12.2025,Bourg en Bresse,Marsiglia,2° tempo,Casa,Bourg en Bresse,K2ID1R1D,,,0.17,33%,2.0,0.0,1.0,0.0,90% (128/143),0.0,2.0,0.0,1.0,1.0,0.0,,2.0,0.0,3.0,6.0,56% (5/9),67% (8/12),0% (0/3),0.03,3.0,4.0,60% (3/5),12.0,5.0,3.0,0.0,1.0,1.0,2.38,-2.62
Coppa di Francia,32esimi di finale,21.12.2025,Bourg en Bresse,Marsiglia,2° tempo,Ospite,Marsiglia,K2ID1R1D,,,1.44,67%,8.0,6.0,4.0,4.0,91% (271/297),2.38,2.0,0.0,4.0,4.0,0.0,,15.0,0.0,1.0,4.0,69% (9/13),83% (79/95),14% (1/7),0.65,6.0,6.0,89% (8/9),23.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Concarneau,Nantes,Totale,Casa,Concarneau,UBYXq2zB,1.0,,1.98,44%,14.0,5.0,3.0,2.0,79% (298/375),1.77,8.0,1.0,10.0,4.0,1.0,0.0,24.0,1.0,1.0,17.0,48% (28/58),55% (57/103),8% (2/25),0.57,21.0,9.0,70% (14/20),61.0,10.0,7.0,0.0,1.0,1.0,3.57,-1.43
Coppa di Francia,32esimi di finale,21.12.2025,Concarneau,Nantes,Totale,Ospite,Nantes,UBYXq2zB,3.0,,2.75,56%,8.0,6.0,4.0,0.0,80% (411/514),3.57,1.0,1.0,5.0,3.0,0.0,1.0,8.0,2.0,5.0,9.0,35% (24/69),58% (49/85),25% (1/4),1.01,31.0,17.0,61% (11/18),58.0,37.0,5.0,0.0,0.0,3.0,1.77,-0.23
Coppa di Francia,32esimi di finale,21.12.2025,Concarneau,Nantes,1° tempo,Casa,Concarneau,UBYXq2zB,0.0,,1.56,35%,6.0,4.0,3.0,2.0,75% (113/151),1.35,2.0,0.0,4.0,2.0,1.0,0.0,8.0,0.0,1.0,9.0,42% (11/26),46% (18/39),10% (1/10),0.12,9.0,4.0,82% (9/11),30.0,7.0,4.0,0.0,0.0,1.0,2.26,-0.74
Coppa di Francia,32esimi di finale,21.12.2025,Concarneau,Nantes,1° tempo,Ospite,Nantes,UBYXq2zB,1.0,,1.71,65%,5.0,4.0,2.0,0.0,86% (255/298),2.26,0.0,1.0,3.0,2.0,0.0,1.0,5.0,0.0,3.0,4.0,29% (8/28),65% (33/51),25% (1/4),0.4,16.0,9.0,75% (3/4),28.0,15.0,2.0,0.0,0.0,3.0,1.35,0.35
Coppa di Francia,32esimi di finale,21.12.2025,Concarneau,Nantes,2° tempo,Casa,Concarneau,UBYXq2zB,1.0,,0.42,53%,8.0,1.0,0.0,0.0,83% (185/224),0.42,6.0,1.0,6.0,2.0,0.0,,16.0,1.0,0.0,8.0,53% (17/32),61% (39/64),7% (1/15),0.45,12.0,5.0,56% (5/9),31.0,3.0,3.0,0.0,1.0,0.0,1.31,-0.69
Coppa di Francia,32esimi di finale,21.12.2025,Concarneau,Nantes,2° tempo,Ospite,Nantes,UBYXq2zB,2.0,,1.04,47%,3.0,2.0,2.0,0.0,72% (156/216),1.31,1.0,0.0,2.0,1.0,0.0,,3.0,2.0,2.0,5.0,39% (16/41),47% (16/34),0% (0/0),0.61,15.0,8.0,57% (8/14),30.0,22.0,3.0,0.0,0.0,0.0,0.42,-0.58
Coppa di Francia,32esimi di finale,21.12.2025,Orleans,Dieppe,Totale,Casa,Orleans,QPn8TtjU,2.0,,1.75,51%,17.0,5.0,2.0,1.0,80% (349/435),2.24,7.0,5.0,7.0,10.0,0.0,1.0,20.0,0.0,1.0,14.0,46% (27/59),67% (64/96),50% (6/12),0.89,21.0,8.0,73% (11/15),45.0,26.0,17.0,0.0,0.0,9.0,2.36,2.36
Coppa di Francia,32esimi di finale,21.12.2025,Orleans,Dieppe,Totale,Ospite,Dieppe,QPn8TtjU,1.0,,1.91,49%,21.0,9.0,2.0,8.0,82% (324/395),2.36,8.0,4.0,10.0,11.0,0.0,0.0,22.0,0.0,0.0,8.0,49% (31/63),66% (64/97),16% (4/25),0.71,33.0,14.0,63% (10/16),40.0,12.0,8.0,0.0,0.0,2.0,2.24,-0.76
Coppa di Francia,32esimi di finale,21.12.2025,Orleans,Dieppe,1° tempo,Casa,Orleans,QPn8TtjU,2.0,,0.34,58%,8.0,2.0,0.0,1.0,81% (198/243),0.52,5.0,1.0,3.0,5.0,0.0,,9.0,0.0,0.0,6.0,48% (13/27),61% (27/44),38% (3/8),0.26,9.0,3.0,80% (8/10),24.0,11.0,10.0,0.0,0.0,5.0,1.84,1.84
Coppa di Francia,32esimi di finale,21.12.2025,Orleans,Dieppe,1° tempo,Ospite,Dieppe,QPn8TtjU,1.0,,1.17,42%,12.0,5.0,1.0,4.0,77% (130/168),1.84,4.0,3.0,5.0,7.0,0.0,,12.0,0.0,0.0,3.0,40% (14/35),63% (24/38),30% (3/10),0.17,24.0,6.0,100% (7/7),17.0,7.0,6.0,0.0,0.0,1.0,0.52,-0.48
Coppa di Francia,32esimi di finale,21.12.2025,Orleans,Dieppe,2° tempo,Casa,Orleans,QPn8TtjU,,,1.41,45%,9.0,3.0,2.0,0.0,79% (151/192),1.72,2.0,4.0,4.0,5.0,0.0,1.0,11.0,0.0,1.0,8.0,44% (14/32),71% (37/52),75% (3/4),0.63,12.0,5.0,60% (3/5),21.0,15.0,7.0,0.0,0.0,4.0,0.52,0.52
Coppa di Francia,32esimi di finale,21.12.2025,Orleans,Dieppe,2° tempo,Ospite,Dieppe,QPn8TtjU,,,0.74,55%,9.0,4.0,1.0,4.0,85% (194/227),0.52,4.0,1.0,5.0,4.0,0.0,0.0,10.0,0.0,0.0,5.0,61% (17/28),68% (40/59),7% (1/15),0.54,9.0,8.0,33% (3/9),23.0,5.0,2.0,0.0,0.0,1.0,1.72,-0.28
Coppa di Francia,32esimi di finale,21.12.2025,Bassin d'Arcachon,Hauts Lyonnais,Totale,Casa,Bassin d'Arcachon,Gpx6Wo1m,4.0,1.0,0.46,41%,9.0,0.0,0.0,6.0,66% (156/237),0.0,5.0,4.0,5.0,4.0,1.0,,14.0,0.0,0.0,15.0,38% (24/64),55% (45/82),38% (8/21),0.39,28.0,13.0,55% (11/20),60.0,33.0,7.0,2.0,0.0,4.0,1.48,0.48
Coppa di Francia,32esimi di finale,21.12.2025,Bassin d'Arcachon,Hauts Lyonnais,Totale,Ospite,Hauts Lyonnais,Gpx6Wo1m,3.0,0.0,0.74,59%,15.0,5.0,1.0,4.0,73% (251/342),1.48,5.0,5.0,8.0,7.0,0.0,,21.0,0.0,2.0,13.0,42% (26/62),47% (50/106),22% (6/27),0.68,31.0,15.0,52% (11/21),56.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Bassin d'Arcachon,Hauts Lyonnais,1° tempo,Casa,Bassin d'Arcachon,Gpx6Wo1m,,1.0,0.12,45%,4.0,0.0,0.0,3.0,74% (109/147),0.0,3.0,1.0,1.0,3.0,0.0,,1.0,0.0,0.0,4.0,29% (8/28),60% (29/48),33% (2/6),0.15,21.0,7.0,67% (6/9),20.0,16.0,4.0,2.0,0.0,3.0,0.67,0.67
Coppa di Francia,32esimi di finale,21.12.2025,Bassin d'Arcachon,Hauts Lyonnais,1° tempo,Ospite,Hauts Lyonnais,Gpx6Wo1m,,0.0,0.31,55%,7.0,3.0,0.0,2.0,74% (133/180),0.67,2.0,2.0,3.0,4.0,0.0,,8.0,0.0,0.0,7.0,41% (12/29),47% (28/59),20% (2/10),0.31,14.0,4.0,58% (7/12),30.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Bassin d'Arcachon,Hauts Lyonnais,2° tempo,Casa,Bassin d'Arcachon,Gpx6Wo1m,4.0,,0.34,37%,5.0,0.0,0.0,3.0,52% (47/90),0.0,2.0,3.0,4.0,1.0,1.0,,13.0,0.0,0.0,11.0,44% (16/36),47% (16/34),40% (6/15),0.24,7.0,6.0,45% (5/11),40.0,17.0,3.0,0.0,0.0,1.0,0.81,-0.19
Coppa di Francia,32esimi di finale,21.12.2025,Bassin d'Arcachon,Hauts Lyonnais,2° tempo,Ospite,Hauts Lyonnais,Gpx6Wo1m,3.0,,0.43,63%,8.0,2.0,1.0,2.0,73% (118/162),0.81,3.0,3.0,5.0,3.0,0.0,,13.0,0.0,2.0,6.0,42% (14/33),47% (22/47),24% (4/17),0.37,17.0,11.0,44% (4/9),26.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Rennes,Les Sables,Totale,Casa,Rennes,bBWICiAE,1.0,,3.88,67%,37.0,8.0,7.0,19.0,88% (476/538),3.17,17.0,12.0,22.0,15.0,1.0,1.0,60.0,0.0,3.0,7.0,62% (13/21),86% (256/298),25% (13/52),2.04,29.0,18.0,50% (7/14),49.0,9.0,14.0,0.0,0.0,1.0,0.31,0.31
Coppa di Francia,32esimi di finale,21.12.2025,Rennes,Les Sables,Totale,Ospite,Les Sables,bBWICiAE,1.0,,0.17,33%,4.0,1.0,0.0,3.0,74% (205/277),0.31,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,18.0,28% (13/47),74% (29/39),0% (0/8),0.06,15.0,7.0,69% (9/13),41.0,62.0,9.0,1.0,0.0,4.0,3.17,0.17
Coppa di Francia,32esimi di finale,21.12.2025,Rennes,Les Sables,1° tempo,Casa,Rennes,bBWICiAE,,,1.47,72%,18.0,2.0,3.0,12.0,89% (272/305),0.61,10.0,6.0,12.0,6.0,0.0,,32.0,0.0,1.0,3.0,62% (8/13),87% (144/165),21% (6/29),0.71,14.0,8.0,63% (5/8),26.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Rennes,Les Sables,1° tempo,Ospite,Les Sables,bBWICiAE,,,0.0,28%,0.0,0.0,0.0,0.0,68% (87/128),0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,8.0,19% (5/26),73% (11/15),0% (0/1),0.02,10.0,3.0,56% (5/9),23.0,38.0,5.0,1.0,0.0,2.0,0.61,0.61
Coppa di Francia,32esimi di finale,21.12.2025,Rennes,Les Sables,2° tempo,Casa,Rennes,bBWICiAE,1.0,,2.41,62%,19.0,6.0,4.0,7.0,88% (204/233),2.56,7.0,6.0,10.0,9.0,1.0,1.0,28.0,0.0,2.0,4.0,63% (5/8),84% (112/133),30% (7/23),1.33,15.0,10.0,33% (2/6),23.0,6.0,7.0,0.0,0.0,1.0,0.31,0.31
Coppa di Francia,32esimi di finale,21.12.2025,Rennes,Les Sables,2° tempo,Ospite,Les Sables,bBWICiAE,1.0,,0.17,38%,4.0,1.0,0.0,3.0,79% (118/149),0.31,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,10.0,38% (8/21),75% (18/24),0% (0/7),0.04,5.0,4.0,100% (4/4),18.0,24.0,4.0,0.0,0.0,2.0,2.56,-0.44
Coppa di Francia,32esimi di finale,21.12.2025,Montreuil,Chauvigny,Totale,Casa,Montreuil,babB2iwo,3.0,0.0,1.11,60%,7.0,3.0,1.0,1.0,76% (293/388),1.74,3.0,1.0,5.0,2.0,0.0,,13.0,0.0,3.0,12.0,50% (31/62),60% (71/118),11% (2/18),0.38,27.0,23.0,68% (13/19),48.0,22.0,10.0,0.0,0.0,2.0,0.09,-0.91
Coppa di Francia,32esimi di finale,21.12.2025,Montreuil,Chauvigny,Totale,Ospite,Chauvigny,babB2iwo,1.0,1.0,0.3,40%,6.0,3.0,0.0,6.0,66% (170/257),0.09,1.0,2.0,3.0,3.0,0.0,,8.0,0.0,1.0,23.0,43% (28/65),49% (38/78),14% (2/14),0.21,25.0,12.0,47% (9/19),71.0,26.0,5.0,0.0,0.0,1.0,1.74,-0.26
Coppa di Francia,32esimi di finale,21.12.2025,Montreuil,Chauvigny,1° tempo,Casa,Montreuil,babB2iwo,2.0,0.0,0.86,64%,3.0,1.0,1.0,0.0,79% (147/185),0.96,1.0,1.0,2.0,1.0,0.0,,5.0,0.0,1.0,8.0,48% (14/29),64% (29/45),0% (0/8),0.13,13.0,9.0,75% (6/8),22.0,11.0,4.0,0.0,0.0,2.0,0.09,-0.91
Coppa di Francia,32esimi di finale,21.12.2025,Montreuil,Chauvigny,1° tempo,Ospite,Chauvigny,babB2iwo,1.0,1.0,0.28,36%,5.0,3.0,0.0,5.0,67% (68/102),0.09,0.0,2.0,3.0,2.0,0.0,,5.0,0.0,0.0,9.0,44% (12/27),48% (22/46),25% (2/8),0.17,12.0,8.0,36% (4/11),35.0,14.0,1.0,0.0,0.0,0.0,0.96,-0.04
Coppa di Francia,32esimi di finale,21.12.2025,Montreuil,Chauvigny,2° tempo,Casa,Montreuil,babB2iwo,1.0,,0.25,57%,4.0,2.0,0.0,1.0,72% (146/203),0.78,2.0,0.0,3.0,1.0,0.0,,8.0,0.0,2.0,4.0,52% (17/33),58% (42/73),20% (2/10),0.25,14.0,14.0,64% (7/11),26.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Montreuil,Chauvigny,2° tempo,Ospite,Chauvigny,babB2iwo,0.0,,0.02,43%,1.0,0.0,0.0,1.0,66% (102/155),0.0,1.0,0.0,0.0,1.0,0.0,,3.0,0.0,1.0,14.0,42% (16/38),50% (16/32),0% (0/6),0.04,13.0,4.0,63% (5/8),36.0,12.0,4.0,0.0,0.0,1.0,0.78,-0.22
Coppa di Francia,32esimi di finale,21.12.2025,Le Puy-en-Velay,Bordeaux,Totale,Casa,Le Puy-en-Velay,UDoWJ8Hs,5.0,0.0,2.02,56%,14.0,3.0,1.0,4.0,86% (412/481),1.44,8.0,3.0,9.0,5.0,1.0,,30.0,0.0,1.0,12.0,44% (24/54),74% (110/149),24% (5/21),1.19,19.0,9.0,50% (7/14),47.0,19.0,3.0,1.0,0.0,3.0,0.28,0.28
Coppa di Francia,32esimi di finale,21.12.2025,Le Puy-en-Velay,Bordeaux,Totale,Ospite,Bordeaux,UDoWJ8Hs,2.0,2.0,1.49,44%,15.0,3.0,1.0,2.0,75% (283/378),0.28,6.0,6.0,10.0,5.0,0.0,,26.0,0.0,3.0,9.0,29% (20/69),64% (70/109),22% (2/9),1.03,28.0,12.0,52% (13/25),40.0,30.0,5.0,1.0,0.0,2.0,1.44,0.44
Coppa di Francia,32esimi di finale,21.12.2025,Le Puy-en-Velay,Bordeaux,1° tempo,Casa,Le Puy-en-Velay,UDoWJ8Hs,2.0,,0.78,51%,6.0,1.0,0.0,3.0,82% (185/226),0.41,5.0,0.0,3.0,3.0,0.0,,9.0,0.0,1.0,7.0,39% (14/36),50% (20/40),27% (3/11),0.49,12.0,2.0,29% (2/7),24.0,10.0,1.0,1.0,0.0,3.0,0.28,0.28
Coppa di Francia,32esimi di finale,21.12.2025,Le Puy-en-Velay,Bordeaux,1° tempo,Ospite,Bordeaux,UDoWJ8Hs,1.0,,1.21,49%,8.0,3.0,1.0,1.0,75% (167/222),0.28,2.0,3.0,7.0,1.0,0.0,,16.0,0.0,2.0,2.0,26% (10/38),72% (43/60),25% (1/4),0.6,19.0,7.0,50% (6/12),17.0,15.0,1.0,1.0,0.0,1.0,0.41,0.41
Coppa di Francia,32esimi di finale,21.12.2025,Le Puy-en-Velay,Bordeaux,2° tempo,Casa,Le Puy-en-Velay,UDoWJ8Hs,3.0,0.0,1.24,62%,8.0,2.0,1.0,1.0,89% (227/255),1.03,3.0,3.0,6.0,2.0,1.0,,21.0,0.0,0.0,5.0,56% (10/18),83% (90/109),20% (2/10),0.7,7.0,7.0,71% (5/7),23.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Le Puy-en-Velay,Bordeaux,2° tempo,Ospite,Bordeaux,UDoWJ8Hs,1.0,2.0,0.28,38%,7.0,0.0,0.0,1.0,74% (116/156),0.0,4.0,3.0,3.0,4.0,0.0,,10.0,0.0,1.0,7.0,32% (10/31),55% (27/49),20% (1/5),0.43,9.0,5.0,54% (7/13),23.0,15.0,4.0,0.0,0.0,1.0,1.03,0.03
Coppa di Francia,32esimi di finale,21.12.2025,Le Havre,Amiens,Totale,Casa,Le Havre,lxsZC04c,1.0,,1.59,68%,20.0,2.0,2.0,6.0,85% (461/541),0.59,11.0,7.0,11.0,9.0,0.0,,24.0,0.0,1.0,11.0,57% (29/51),70% (107/152),23% (9/39),1.31,25.0,15.0,62% (8/13),43.0,6.0,7.0,0.0,0.0,2.0,1.11,-0.89
Coppa di Francia,32esimi di finale,21.12.2025,Le Havre,Amiens,Totale,Ospite,Amiens,lxsZC04c,1.0,,0.54,32%,4.0,4.0,1.0,2.0,65% (178/272),1.11,0.0,0.0,2.0,2.0,0.0,,2.0,1.0,0.0,15.0,34% (25/74),52% (30/58),0% (0/4),0.45,21.0,11.0,59% (10/17),46.0,35.0,9.0,0.0,0.0,2.0,0.59,0.59
Coppa di Francia,32esimi di finale,21.12.2025,Le Havre,Amiens,1° tempo,Casa,Le Havre,lxsZC04c,1.0,,0.18,60%,5.0,1.0,0.0,3.0,83% (202/242),0.44,2.0,2.0,2.0,3.0,0.0,,5.0,0.0,1.0,5.0,56% (18/32),57% (28/49),20% (3/15),0.26,16.0,8.0,80% (4/5),15.0,2.0,2.0,0.0,0.0,0.0,0.81,-1.19
Coppa di Francia,32esimi di finale,21.12.2025,Le Havre,Amiens,1° tempo,Ospite,Amiens,lxsZC04c,1.0,,0.18,40%,2.0,2.0,0.0,1.0,73% (122/166),0.81,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,8.0,34% (13/38),51% (19/37),0% (0/3),0.15,14.0,5.0,60% (3/5),20.0,19.0,3.0,0.0,0.0,1.0,0.44,0.44
Coppa di Francia,32esimi di finale,21.12.2025,Le Havre,Amiens,2° tempo,Casa,Le Havre,lxsZC04c,,,1.41,75%,15.0,1.0,2.0,3.0,87% (259/299),0.15,9.0,5.0,9.0,6.0,0.0,,19.0,0.0,0.0,6.0,58% (11/19),77% (79/103),25% (6/24),1.05,9.0,7.0,50% (4/8),28.0,4.0,5.0,0.0,0.0,2.0,0.3,0.3
Coppa di Francia,32esimi di finale,21.12.2025,Le Havre,Amiens,2° tempo,Ospite,Amiens,lxsZC04c,,,0.36,25%,2.0,2.0,1.0,1.0,53% (56/106),0.3,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,7.0,33% (12/36),52% (11/21),0% (0/1),0.3,7.0,6.0,58% (7/12),26.0,16.0,6.0,0.0,0.0,1.0,0.15,0.15
Coppa di Francia,32esimi di finale,21.12.2025,Lione,Saint-Cyr Collonges,Totale,Casa,Lione,xvkvInnf,0.0,,3.51,73%,26.0,12.0,6.0,18.0,88% (563/643),2.9,11.0,3.0,18.0,8.0,2.0,,47.0,1.0,2.0,7.0,66% (31/47),77% (166/215),24% (10/41),2.03,20.0,3.0,72% (13/18),54.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Lione,Saint-Cyr Collonges,Totale,Ospite,Saint-Cyr Collonges,xvkvInnf,2.0,,0.07,27%,4.0,0.0,0.0,1.0,66% (157/237),0.0,4.0,0.0,2.0,2.0,0.0,,5.0,0.0,3.0,3.0,34% (25/74),54% (30/56),22% (2/9),0.12,24.0,7.0,53% (9/17),39.0,38.0,11.0,1.0,0.0,7.0,2.9,-0.1
Coppa di Francia,32esimi di finale,21.12.2025,Lione,Saint-Cyr Collonges,1° tempo,Casa,Lione,xvkvInnf,0.0,,1.0,70%,9.0,3.0,2.0,8.0,84% (235/280),0.06,6.0,0.0,7.0,2.0,1.0,,20.0,0.0,0.0,3.0,60% (15/25),73% (70/96),28% (7/25),0.64,10.0,3.0,69% (9/13),38.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Lione,Saint-Cyr Collonges,1° tempo,Ospite,Saint-Cyr Collonges,xvkvInnf,1.0,,0.02,30%,1.0,0.0,0.0,1.0,64% (81/127),0.0,1.0,0.0,1.0,0.0,0.0,,4.0,0.0,0.0,3.0,25% (10/40),46% (13/28),17% (1/6),0.05,17.0,3.0,60% (3/5),19.0,20.0,5.0,0.0,0.0,1.0,0.06,0.06
Coppa di Francia,32esimi di finale,21.12.2025,Lione,Saint-Cyr Collonges,2° tempo,Casa,Lione,xvkvInnf,0.0,,2.51,77%,17.0,9.0,4.0,10.0,90% (328/363),2.84,5.0,3.0,11.0,6.0,1.0,,27.0,1.0,2.0,4.0,73% (16/22),81% (96/119),19% (3/16),1.39,10.0,0.0,80% (4/5),16.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Lione,Saint-Cyr Collonges,2° tempo,Ospite,Saint-Cyr Collonges,xvkvInnf,1.0,,0.05,23%,3.0,0.0,0.0,0.0,69% (76/110),0.0,3.0,0.0,1.0,2.0,0.0,,1.0,0.0,3.0,0.0,44% (15/34),61% (17/28),33% (1/3),0.07,7.0,4.0,50% (6/12),20.0,18.0,6.0,1.0,0.0,6.0,2.84,-0.16
Coppa di Francia,16esimi di finale,10.01.2026,Montreuil,Amiens,Totale,Casa,Montreuil,tCiUKWfA,4.0,1.0,2.1,44%,14.0,5.0,4.0,9.0,81% (272/334),1.7,4.0,5.0,11.0,3.0,0.0,1.0,28.0,1.0,1.0,16.0,54% (26/48),59% (55/93),32% (6/19),0.93,29.0,20.0,62% (8/13),45.0,12.0,9.0,0.0,0.0,2.0,2.83,-1.17
Coppa di Francia,16esimi di finale,10.01.2026,Montreuil,Amiens,Totale,Ospite,Amiens,tCiUKWfA,2.0,0.0,2.05,56%,9.0,6.0,4.0,3.0,87% (371/428),2.83,3.0,0.0,7.0,2.0,1.0,0.0,23.0,0.0,1.0,20.0,53% (21/40),73% (61/84),13% (2/15),0.99,15.0,16.0,95% (19/20),56.0,23.0,11.0,1.0,0.0,2.0,1.7,-0.3
Coppa di Francia,16esimi di finale,10.01.2026,Montreuil,Amiens,1° tempo,Casa,Montreuil,tCiUKWfA,1.0,,1.53,36%,9.0,4.0,3.0,7.0,77% (95/124),1.5,3.0,2.0,9.0,0.0,0.0,1.0,16.0,0.0,1.0,7.0,50% (11/22),53% (21/40),50% (6/12),0.55,14.0,10.0,63% (5/8),20.0,4.0,5.0,0.0,0.0,0.0,1.59,-1.41
Coppa di Francia,16esimi di finale,10.01.2026,Montreuil,Amiens,1° tempo,Ospite,Amiens,tCiUKWfA,0.0,,1.13,64%,4.0,3.0,3.0,1.0,86% (206/239),1.59,1.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0,1.0,10.0,48% (11/23),72% (39/54),17% (1/6),0.49,7.0,7.0,90% (9/10),30.0,12.0,2.0,1.0,0.0,2.0,1.5,0.5
Coppa di Francia,16esimi di finale,10.01.2026,Montreuil,Amiens,2° tempo,Casa,Montreuil,tCiUKWfA,3.0,1.0,0.57,52%,5.0,1.0,1.0,2.0,84% (177/210),0.2,1.0,3.0,2.0,3.0,0.0,,12.0,1.0,0.0,9.0,58% (15/26),64% (34/53),0% (0/7),0.38,15.0,10.0,60% (3/5),25.0,8.0,4.0,0.0,0.0,2.0,1.24,0.24
Coppa di Francia,16esimi di finale,10.01.2026,Montreuil,Amiens,2° tempo,Ospite,Amiens,tCiUKWfA,2.0,0.0,0.92,48%,5.0,3.0,1.0,2.0,87% (165/189),1.24,2.0,0.0,3.0,2.0,0.0,,14.0,0.0,0.0,10.0,59% (10/17),73% (22/30),11% (1/9),0.5,8.0,9.0,100% (10/10),26.0,11.0,9.0,0.0,0.0,0.0,0.2,-0.8
Coppa di Francia,16esimi di finale,10.01.2026,Angers,Tolosa,Totale,Casa,Angers,lvCX75YI,3.0,,1.35,62%,7.0,1.0,2.0,1.0,86% (466/543),0.84,3.0,3.0,6.0,1.0,0.0,,10.0,0.0,1.0,19.0,44% (20/45),70% (48/69),14% (2/14),0.28,26.0,12.0,68% (13/19),51.0,24.0,12.0,2.0,0.0,5.0,2.55,1.55
Coppa di Francia,16esimi di finale,10.01.2026,Angers,Tolosa,Totale,Ospite,Tolosa,lvCX75YI,2.0,,2.32,38%,16.0,6.0,2.0,6.0,79% (262/330),2.55,8.0,2.0,10.0,6.0,0.0,,36.0,1.0,2.0,12.0,40% (16/40),55% (48/87),36% (5/14),1.92,15.0,19.0,67% (12/18),42.0,15.0,19.0,0.0,0.0,0.0,0.84,-0.16
Coppa di Francia,16esimi di finale,10.01.2026,Angers,Tolosa,1° tempo,Casa,Angers,lvCX75YI,1.0,,0.2,61%,3.0,0.0,0.0,0.0,85% (220/259),0.0,1.0,2.0,2.0,1.0,0.0,,2.0,0.0,1.0,13.0,46% (12/26),71% (17/24),0% (0/2),0.05,12.0,6.0,100% (6/6),26.0,12.0,4.0,0.0,0.0,1.0,0.31,0.31
Coppa di Francia,16esimi di finale,10.01.2026,Angers,Tolosa,1° tempo,Ospite,Tolosa,lvCX75YI,0.0,,0.57,39%,7.0,1.0,0.0,5.0,85% (133/156),0.31,5.0,1.0,5.0,2.0,0.0,,18.0,1.0,1.0,6.0,68% (13/19),65% (28/43),33% (4/12),0.74,9.0,13.0,100% (5/5),21.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,10.01.2026,Angers,Tolosa,2° tempo,Casa,Angers,lvCX75YI,2.0,,1.15,63%,4.0,1.0,2.0,1.0,87% (246/284),0.84,2.0,1.0,4.0,0.0,0.0,,8.0,0.0,0.0,6.0,42% (8/19),69% (31/45),17% (2/12),0.23,14.0,6.0,54% (7/13),25.0,12.0,8.0,2.0,0.0,4.0,2.24,1.24
Coppa di Francia,16esimi di finale,10.01.2026,Angers,Tolosa,2° tempo,Ospite,Tolosa,lvCX75YI,2.0,,1.75,37%,9.0,5.0,2.0,1.0,74% (129/174),2.24,3.0,1.0,5.0,4.0,0.0,,18.0,0.0,1.0,6.0,14% (3/21),45% (20/44),50% (1/2),1.18,6.0,6.0,54% (7/13),21.0,12.0,10.0,0.0,0.0,0.0,0.84,-0.16
Coppa di Francia,16esimi di finale,10.01.2026,Orleans,Monaco,Totale,Casa,Orleans,A7ZtaAkl,1.0,0.0,1.46,62%,22.0,7.0,1.0,13.0,84% (427/507),2.46,9.0,6.0,12.0,10.0,1.0,,34.0,0.0,1.0,10.0,64% (32/50),76% (139/183),22% (8/37),0.93,33.0,12.0,70% (14/20),49.0,9.0,7.0,0.0,0.0,1.0,1.75,-1.25
Coppa di Francia,16esimi di finale,10.01.2026,Orleans,Monaco,Totale,Ospite,Monaco,A7ZtaAkl,3.0,1.0,2.0,38%,5.0,4.0,3.0,1.0,75% (244/327),1.75,1.0,0.0,4.0,1.0,0.0,,9.0,1.0,1.0,12.0,31% (15/48),59% (41/69),22% (2/9),0.55,22.0,10.0,92% (11/12),41.0,44.0,11.0,0.0,0.0,6.0,2.46,1.46
