Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Coppa di Francia,Quarti di finale,03.03.2026,Strasburgo,Reims,Totale,Casa,Strasburgo,CAk4CKmL,1.0,,3.12,65%,23.0,9.0,2.0,8.0,89% (583/652),4.11,9.0,5.0,17.0,6.0,3.0,,51.0,1.0,0.0,10.0,52% (16/31),73% (132/180),34% (10/29),2.13,16.0,6.0,75% (12/16),52.0,6.0,7.0,0.0,0.0,2.0,1.11,0.11
Coppa di Francia,Quarti di finale,03.03.2026,Strasburgo,Reims,Totale,Ospite,Reims,CAk4CKmL,2.0,,1.06,35%,10.0,3.0,1.0,2.0,83% (295/357),1.11,5.0,2.0,6.0,4.0,0.0,,9.0,1.0,0.0,6.0,44% (21/48),71% (37/52),0% (0/4),0.5,9.0,10.0,82% (14/17),34.0,27.0,8.0,1.0,0.0,7.0,4.11,2.11
Coppa di Francia,Quarti di finale,03.03.2026,Strasburgo,Reims,1° tempo,Casa,Strasburgo,CAk4CKmL,1.0,,0.79,70%,9.0,4.0,0.0,3.0,92% (365/398),1.41,3.0,2.0,8.0,1.0,1.0,,24.0,1.0,0.0,4.0,63% (10/16),77% (78/101),29% (4/14),1.34,10.0,5.0,80% (8/10),25.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,03.03.2026,Strasburgo,Reims,1° tempo,Ospite,Reims,CAk4CKmL,0.0,,0.04,30%,3.0,0.0,0.0,1.0,84% (145/173),0.0,2.0,1.0,1.0,2.0,0.0,,2.0,0.0,0.0,5.0,43% (9/21),71% (17/24),0% (0/2),0.03,4.0,4.0,78% (7/9),20.0,15.0,5.0,1.0,0.0,4.0,1.41,1.41
Coppa di Francia,Quarti di finale,03.03.2026,Strasburgo,Reims,2° tempo,Casa,Strasburgo,CAk4CKmL,0.0,,2.33,59%,14.0,5.0,2.0,5.0,86% (218/254),2.7,6.0,3.0,9.0,5.0,2.0,,27.0,0.0,0.0,6.0,40% (6/15),68% (54/79),40% (6/15),0.79,6.0,1.0,67% (4/6),27.0,1.0,4.0,0.0,0.0,2.0,1.11,0.11
Coppa di Francia,Quarti di finale,03.03.2026,Strasburgo,Reims,2° tempo,Ospite,Reims,CAk4CKmL,2.0,,1.02,41%,7.0,3.0,1.0,1.0,82% (150/184),1.11,3.0,1.0,5.0,2.0,0.0,,7.0,1.0,0.0,1.0,44% (12/27),71% (20/28),0% (0/2),0.47,5.0,6.0,88% (7/8),14.0,12.0,3.0,0.0,0.0,3.0,2.7,0.7
Coppa di Francia,Quarti di finale,04.03.2026,Lorient,Nizza,Totale,Casa,Lorient,ELSG0mFL,3.0,1.0,0.31,41%,9.0,0.0,0.0,0.0,81% (283/348),0.0,5.0,4.0,2.0,7.0,0.0,,6.0,0.0,0.0,16.0,41% (19/46),59% (45/76),30% (3/10),0.2,18.0,7.0,54% (7/13),46.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,04.03.2026,Lorient,Nizza,Totale,Ospite,Nizza,ELSG0mFL,1.0,0.0,0.98,59%,13.0,0.0,1.0,8.0,86% (421/489),0.0,9.0,4.0,6.0,7.0,0.0,,25.0,1.0,0.0,7.0,47% (20/43),77% (121/158),12% (4/34),1.6,17.0,16.0,75% (9/12),47.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,04.03.2026,Lorient,Nizza,1° tempo,Casa,Lorient,ELSG0mFL,,1.0,0.16,55%,3.0,0.0,0.0,0.0,87% (201/230),0.0,3.0,0.0,1.0,2.0,0.0,,2.0,0.0,0.0,6.0,38% (6/16),54% (19/35),33% (1/3),0.07,7.0,5.0,50% (4/8),24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,04.03.2026,Lorient,Nizza,1° tempo,Ospite,Nizza,ELSG0mFL,,0.0,0.18,45%,3.0,0.0,0.0,4.0,81% (146/180),0.0,3.0,0.0,2.0,1.0,0.0,,10.0,1.0,0.0,5.0,52% (14/27),71% (35/49),11% (1/9),0.45,8.0,6.0,86% (6/7),30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,04.03.2026,Lorient,Nizza,2° tempo,Casa,Lorient,ELSG0mFL,3.0,,0.15,27%,6.0,0.0,0.0,0.0,69% (82/118),0.0,2.0,4.0,1.0,5.0,0.0,,4.0,0.0,0.0,10.0,43% (13/30),63% (26/41),29% (2/7),0.13,11.0,2.0,60% (3/5),22.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,04.03.2026,Lorient,Nizza,2° tempo,Ospite,Nizza,ELSG0mFL,1.0,,0.8,73%,10.0,0.0,1.0,4.0,89% (275/309),0.0,6.0,4.0,4.0,6.0,0.0,,15.0,0.0,0.0,2.0,38% (6/16),79% (86/109),12% (3/25),1.15,9.0,10.0,60% (3/5),17.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,04.03.2026,Marsiglia,Tolosa,Totale,Casa,Marsiglia,S4U829p9,2.0,,1.19,61%,14.0,3.0,1.0,6.0,87% (443/511),1.17,6.0,5.0,5.0,9.0,1.0,0.0,29.0,0.0,3.0,11.0,50% (23/46),71% (87/123),14% (3/22),0.57,17.0,9.0,31% (4/13),40.0,23.0,13.0,0.0,0.0,4.0,2.59,0.59
Coppa di Francia,Quarti di finale,04.03.2026,Marsiglia,Tolosa,Totale,Ospite,Tolosa,S4U829p9,2.0,,1.54,39%,11.0,6.0,4.0,6.0,82% (264/322),2.59,3.0,2.0,8.0,3.0,0.0,1.0,18.0,1.0,2.0,9.0,48% (22/46),66% (50/76),31% (4/13),1.2,12.0,11.0,55% (6/11),47.0,32.0,7.0,2.0,0.0,1.0,1.17,-0.83
Coppa di Francia,Quarti di finale,04.03.2026,Marsiglia,Tolosa,1° tempo,Casa,Marsiglia,S4U829p9,2.0,,1.13,65%,10.0,2.0,1.0,5.0,89% (269/301),0.78,4.0,4.0,5.0,5.0,1.0,,22.0,0.0,1.0,5.0,52% (11/21),79% (57/72),20% (3/15),0.44,2.0,6.0,22% (2/9),27.0,6.0,10.0,0.0,0.0,1.0,0.85,-0.15
Coppa di Francia,Quarti di finale,04.03.2026,Marsiglia,Tolosa,1° tempo,Ospite,Tolosa,S4U829p9,1.0,,0.71,35%,5.0,2.0,1.0,2.0,81% (135/167),0.85,1.0,2.0,3.0,2.0,0.0,,8.0,0.0,1.0,6.0,54% (15/28),64% (18/28),50% (2/4),0.29,2.0,5.0,67% (2/3),28.0,16.0,1.0,1.0,0.0,1.0,0.78,-0.22
Coppa di Francia,Quarti di finale,04.03.2026,Marsiglia,Tolosa,2° tempo,Casa,Marsiglia,S4U829p9,0.0,,0.06,57%,4.0,1.0,0.0,1.0,83% (174/210),0.39,2.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,2.0,6.0,48% (12/25),59% (30/51),0% (0/7),0.13,15.0,3.0,50% (2/4),13.0,17.0,3.0,0.0,0.0,3.0,1.74,0.74
Coppa di Francia,Quarti di finale,04.03.2026,Marsiglia,Tolosa,2° tempo,Ospite,Tolosa,S4U829p9,1.0,,0.83,43%,6.0,4.0,3.0,4.0,83% (129/155),1.74,2.0,0.0,5.0,1.0,0.0,1.0,10.0,1.0,1.0,3.0,39% (7/18),67% (32/48),22% (2/9),0.91,10.0,6.0,50% (4/8),19.0,16.0,6.0,1.0,0.0,0.0,0.39,-0.61
Coppa di Francia,Quarti di finale,05.03.2026,Lione,Lens,Totale,Casa,Lione,p4JneRxq,1.0,0.0,0.84,59%,14.0,4.0,2.0,6.0,85% (459/538),0.93,6.0,4.0,7.0,7.0,1.0,1.0,13.0,1.0,1.0,16.0,40% (16/40),67% (67/100),33% (4/12),0.86,24.0,10.0,83% (10/12),56.0,21.0,7.0,0.0,0.0,2.0,1.66,-0.34
Coppa di Francia,Quarti di finale,05.03.2026,Lione,Lens,Totale,Ospite,Lens,p4JneRxq,3.0,1.0,1.84,41%,12.0,4.0,2.0,7.0,75% (271/361),1.66,3.0,5.0,11.0,1.0,0.0,0.0,31.0,2.0,1.0,10.0,29% (14/48),65% (66/102),35% (6/17),1.12,16.0,16.0,87% (13/15),43.0,18.0,14.0,1.0,1.0,2.0,0.93,-1.07
Coppa di Francia,Quarti di finale,05.03.2026,Lione,Lens,1° tempo,Casa,Lione,p4JneRxq,1.0,,0.31,63%,6.0,1.0,0.0,5.0,87% (241/278),0.05,3.0,2.0,2.0,4.0,0.0,,5.0,0.0,1.0,9.0,48% (10/21),73% (32/44),33% (2/6),0.29,7.0,7.0,100% (5/5),27.0,11.0,4.0,0.0,0.0,2.0,1.66,-0.34
Coppa di Francia,Quarti di finale,05.03.2026,Lione,Lens,1° tempo,Ospite,Lens,p4JneRxq,1.0,,1.45,37%,7.0,4.0,2.0,4.0,75% (121/161),1.66,0.0,3.0,6.0,1.0,0.0,,15.0,2.0,1.0,7.0,32% (7/22),63% (27/43),38% (3/8),0.72,5.0,9.0,88% (7/8),22.0,9.0,7.0,1.0,0.0,1.0,0.05,0.05
Coppa di Francia,Quarti di finale,05.03.2026,Lione,Lens,2° tempo,Casa,Lione,p4JneRxq,0.0,0.0,0.53,56%,8.0,3.0,2.0,1.0,84% (218/260),0.88,3.0,2.0,5.0,3.0,1.0,1.0,8.0,1.0,0.0,7.0,32% (6/19),63% (35/56),33% (2/6),0.57,17.0,3.0,71% (5/7),29.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Quarti di finale,05.03.2026,Lione,Lens,2° tempo,Ospite,Lens,p4JneRxq,2.0,1.0,0.39,44%,5.0,0.0,0.0,3.0,75% (150/200),0.0,3.0,2.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,27% (7/26),66% (39/59),33% (3/9),0.4,11.0,7.0,86% (6/7),21.0,9.0,7.0,0.0,1.0,1.0,0.88,-1.12
Coppa di Francia,Semifinali,21.04.2026,Lens,Tolosa,Totale,Casa,Lens,KzyidZ9F,0.0,,3.33,62%,16.0,10.0,4.0,6.0,85% (465/548),3.43,5.0,1.0,8.0,8.0,0.0,,25.0,0.0,0.0,12.0,54% (32/59),75% (109/145),16% (3/19),1.74,21.0,10.0,52% (14/27),67.0,14.0,8.0,1.0,1.0,0.0,0.53,-0.47
Coppa di Francia,Semifinali,21.04.2026,Lens,Tolosa,Totale,Ospite,Tolosa,KzyidZ9F,2.0,,0.28,38%,7.0,1.0,1.0,0.0,79% (264/334),0.53,4.0,2.0,5.0,2.0,0.0,,13.0,0.0,2.0,10.0,42% (22/53),51% (40/78),33% (1/3),0.47,19.0,12.0,55% (11/20),53.0,27.0,11.0,0.0,0.0,6.0,3.43,-0.57
Coppa di Francia,Semifinali,21.04.2026,Lens,Tolosa,1° tempo,Casa,Lens,KzyidZ9F,0.0,,1.91,59%,5.0,4.0,2.0,4.0,88% (223/254),2.06,0.0,1.0,3.0,2.0,0.0,,13.0,0.0,0.0,5.0,63% (19/30),74% (42/57),10% (1/10),0.57,13.0,8.0,56% (5/9),26.0,7.0,3.0,1.0,1.0,0.0,0.53,-0.47
Coppa di Francia,Semifinali,21.04.2026,Lens,Tolosa,1° tempo,Ospite,Tolosa,KzyidZ9F,1.0,,0.22,41%,5.0,1.0,1.0,0.0,86% (157/183),0.53,3.0,1.0,3.0,2.0,0.0,,6.0,0.0,0.0,8.0,44% (11/25),50% (12/24),0% (0/2),0.3,8.0,5.0,64% (7/11),24.0,9.0,7.0,0.0,0.0,1.0,2.06,-0.94
Coppa di Francia,Semifinali,21.04.2026,Lens,Tolosa,2° tempo,Casa,Lens,KzyidZ9F,0.0,,1.42,66%,11.0,6.0,2.0,2.0,82% (242/294),1.37,5.0,0.0,5.0,6.0,0.0,,12.0,0.0,0.0,7.0,45% (13/29),76% (67/88),22% (2/9),1.17,8.0,2.0,50% (9/18),41.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Semifinali,21.04.2026,Lens,Tolosa,2° tempo,Ospite,Tolosa,KzyidZ9F,1.0,,0.06,34%,2.0,0.0,0.0,0.0,71% (107/151),0.0,1.0,1.0,2.0,0.0,0.0,,7.0,0.0,2.0,2.0,39% (11/28),52% (28/54),100% (1/1),0.17,11.0,7.0,44% (4/9),29.0,18.0,4.0,0.0,0.0,5.0,1.37,0.37
Coppa di Francia,Semifinali,22.04.2026,Strasburgo,Nizza,Totale,Casa,Strasburgo,jkORIym4,2.0,,1.87,66%,17.0,2.0,5.0,2.0,90% (541/600),0.3,11.0,4.0,12.0,5.0,0.0,,31.0,0.0,2.0,7.0,50% (20/40),77% (132/171),15% (3/20),1.53,21.0,8.0,62% (8/13),36.0,20.0,6.0,0.0,0.0,1.0,2.08,0.08
Coppa di Francia,Semifinali,22.04.2026,Strasburgo,Nizza,Totale,Ospite,Nizza,jkORIym4,3.0,,1.63,34%,4.0,3.0,3.0,9.0,77% (228/295),2.08,1.0,0.0,4.0,0.0,0.0,,19.0,1.0,3.0,8.0,39% (19/49),66% (44/67),0% (0/19),0.51,10.0,7.0,47% (9/19),38.0,35.0,5.0,1.0,0.0,1.0,0.3,0.3
Coppa di Francia,Semifinali,22.04.2026,Strasburgo,Nizza,1° tempo,Casa,Strasburgo,jkORIym4,1.0,,0.73,66%,5.0,1.0,2.0,0.0,91% (324/357),0.0,3.0,1.0,4.0,1.0,0.0,,11.0,0.0,1.0,2.0,50% (11/22),74% (64/87),0% (0/9),0.49,14.0,2.0,60% (3/5),13.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Semifinali,22.04.2026,Strasburgo,Nizza,1° tempo,Ospite,Nizza,jkORIym4,0.0,,0.03,34%,1.0,0.0,0.0,4.0,80% (138/172),0.0,1.0,0.0,1.0,0.0,0.0,,5.0,0.0,2.0,2.0,42% (10/24),66% (23/35),0% (0/10),0.07,7.0,2.0,46% (6/13),19.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0
Coppa di Francia,Semifinali,22.04.2026,Strasburgo,Nizza,2° tempo,Casa,Strasburgo,jkORIym4,1.0,,1.14,66%,12.0,1.0,3.0,2.0,89% (217/243),0.3,8.0,3.0,8.0,4.0,0.0,,20.0,0.0,1.0,5.0,50% (9/18),81% (68/84),27% (3/11),1.04,7.0,6.0,63% (5/8),23.0,8.0,3.0,0.0,0.0,1.0,2.08,0.08
Coppa di Francia,Semifinali,22.04.2026,Strasburgo,Nizza,2° tempo,Ospite,Nizza,jkORIym4,3.0,,1.6,34%,3.0,3.0,3.0,5.0,73% (90/123),2.08,0.0,0.0,3.0,0.0,0.0,,14.0,1.0,1.0,6.0,36% (9/25),66% (21/32),0% (0/9),0.44,3.0,5.0,50% (3/6),19.0,20.0,3.0,0.0,0.0,1.0,0.3,0.3
Coppa di Francia,Finale,22.05.2026,Lens,Nizza,Totale,Casa,Lens,SKrj5LdC,2.0,,1.27,42%,16.0,4.0,2.0,9.0,82% (238/292),1.51,8.0,4.0,10.0,6.0,0.0,1.0,22.0,1.0,3.0,12.0,36% (14/39),76% (68/90),30% (7/23),1.41,14.0,16.0,65% (11/17),46.0,30.0,8.0,1.0,0.0,5.0,1.32,0.32
Coppa di Francia,Finale,22.05.2026,Lens,Nizza,Totale,Ospite,Nizza,SKrj5LdC,2.0,,1.39,58%,17.0,6.0,3.0,7.0,84% (351/416),1.1,7.0,4.0,12.0,5.0,2.0,1.0,18.0,2.0,0.0,16.0,52% (32/61),64% (67/104),25% (5/20),1.1,30.0,12.0,91% (10/11),43.0,25.0,7.0,1.0,1.0,0.0,1.73,-1.27
Coppa di Francia,Finale,22.05.2026,Lens,Nizza,1° tempo,Casa,Lens,SKrj5LdC,1.0,,0.83,41%,10.0,3.0,1.0,7.0,83% (115/139),0.72,5.0,2.0,6.0,4.0,0.0,1.0,11.0,1.0,0.0,5.0,36% (5/14),76% (29/38),29% (4/14),0.46,5.0,6.0,50% (4/8),20.0,9.0,2.0,1.0,0.0,3.0,1.22,0.22
Coppa di Francia,Finale,22.05.2026,Lens,Nizza,1° tempo,Ospite,Nizza,SKrj5LdC,0.0,,0.62,59%,8.0,4.0,1.0,4.0,86% (188/218),1.02,3.0,1.0,5.0,3.0,0.0,1.0,6.0,1.0,0.0,6.0,32% (8/25),60% (30/50),43% (3/7),0.26,17.0,5.0,100% (4/4),14.0,15.0,2.0,0.0,0.0,0.0,0.94,-1.06
Coppa di Francia,Finale,22.05.2026,Lens,Nizza,2° tempo,Casa,Lens,SKrj5LdC,1.0,,0.44,44%,6.0,1.0,1.0,2.0,80% (123/153),0.79,3.0,2.0,4.0,2.0,0.0,,11.0,0.0,3.0,7.0,36% (9/25),75% (39/52),33% (3/9),0.95,9.0,10.0,78% (7/9),26.0,21.0,6.0,0.0,0.0,2.0,0.1,0.1
Coppa di Francia,Finale,22.05.2026,Lens,Nizza,2° tempo,Ospite,Nizza,SKrj5LdC,2.0,,0.77,56%,9.0,2.0,2.0,3.0,82% (163/198),0.08,4.0,3.0,7.0,2.0,2.0,,12.0,1.0,0.0,10.0,67% (24/36),69% (37/54),15% (2/13),0.84,13.0,7.0,86% (6/7),29.0,10.0,5.0,1.0,1.0,0.0,0.79,-0.21
